Physics,Chemistry,Math,Computer,English,Total Marks,Percentages %,Grades,GPA,Final Results
42,93,8,10,70,223.0,44.6,C,1.784,FAIL
28,38,79,48,60,253.0,50.6,C+,2.024,FAIL
11,63,90,66,48,278.0,55.6,C+,2.224,FAIL
32,76,57,91,90,346.0,69.2,B,2.7679999999999993,FAIL
70,32,30,50,8,190.0,38.0,C,1.52,FAIL
83,95,10,0,19,207.0,41.4,C,1.656,FAIL
4,70,21,19,20,134.0,26.8,NG,1.072,FAIL
12,8,14,84,65,183.0,36.6,C,1.464,FAIL
60,52,83,73,61,329.0,65.8,B,2.6319999999999997,PASS
35,71,23,17,21,167.0,33.4,NG,1.3359999999999999,FAIL
86,53,16,81,83,319.0,63.8,B,2.552,FAIL
2,31,11,33,30,107.0,21.4,NG,0.856,FAIL
31,47,90,41,95,304.0,60.8,B,2.432,FAIL
81,60,5,83,76,305.0,61.0,B,2.44,FAIL
65,67,84,9,81,306.0,61.2,B,2.448,FAIL
60,79,57,63,68,327.0,65.4,B,2.616,PASS
55,44,16,23,32,170.0,34.0,NG,1.36,FAIL
82,98,92,56,12,340.0,68.0,B,2.72,FAIL
79,76,45,83,39,322.0,64.4,B,2.576,PASS
82,31,64,72,63,312.0,62.4,B,2.496,FAIL
70,12,69,5,2,158.0,31.6,NG,1.264,FAIL
70,24,17,72,83,266.0,53.2,C+,2.128,FAIL
26,49,90,76,7,248.0,49.6,C,1.984,FAIL
24,42,78,73,25,242.0,48.4,C,1.936,FAIL
0,96,42,83,11,232.0,46.4,C,1.8560000000000003,FAIL
84,42,32,78,12,248.0,49.6,C,1.984,FAIL
25,40,94,77,26,262.0,52.4,C+,2.096,FAIL
79,93,91,23,45,331.0,66.2,B,2.648,FAIL
26,76,34,98,95,329.0,65.8,B,2.6319999999999997,FAIL
96,55,81,96,21,349.0,69.8,B,2.792,FAIL
60,31,5,53,63,212.0,42.4,C,1.696,FAIL
37,24,63,99,20,243.0,48.6,C,1.944,FAIL
90,62,65,84,59,360.0,72.0,B+,2.88,PASS
17,21,5,41,77,161.0,32.2,NG,1.288,FAIL
64,84,53,30,41,272.0,54.4,C+,2.176,FAIL
72,3,27,94,93,289.0,57.8,C+,2.312,FAIL
40,88,30,42,3,203.0,40.6,C,1.624,FAIL
42,52,37,80,34,245.0,49.0,C,1.96,FAIL
53,30,97,46,27,253.0,50.6,C+,2.024,FAIL
87,66,34,15,17,219.0,43.8,C,1.7519999999999998,FAIL
44,25,48,20,89,226.0,45.2,C,1.808,FAIL
40,57,63,0,36,196.0,39.2,C,1.568,FAIL
77,99,77,47,38,338.0,67.6,B,2.704,PASS
42,94,8,44,63,251.0,50.2,C+,2.008,FAIL
8,25,35,63,23,154.0,30.8,NG,1.232,FAIL
79,67,86,79,99,410.0,82.0,A,3.28,PASS
1,0,87,53,41,182.0,36.4,C,1.456,FAIL
16,39,46,35,26,162.0,32.4,NG,1.296,FAIL
75,27,11,8,47,168.0,33.6,NG,1.344,FAIL
63,81,42,45,47,278.0,55.6,C+,2.224,PASS
72,69,54,60,85,340.0,68.0,B,2.72,PASS
23,4,68,91,77,263.0,52.6,C+,2.104,FAIL
67,56,84,61,45,313.0,62.6,B,2.504,PASS
71,89,34,12,64,270.0,54.0,C+,2.16,FAIL
4,15,68,20,36,143.0,28.6,NG,1.144,FAIL
36,75,70,1,96,278.0,55.6,C+,2.224,FAIL
26,64,48,45,86,269.0,53.8,C+,2.152,FAIL
31,5,71,60,43,210.0,42.0,C,1.68,FAIL
43,31,52,15,59,200.0,40.0,C,1.6,FAIL
90,65,25,91,95,366.0,73.2,B+,2.928,FAIL
51,85,80,49,21,286.0,57.2,C+,2.288,FAIL
38,75,47,50,80,290.0,58.0,C+,2.32,PASS
6,32,20,63,58,179.0,35.8,C,1.432,FAIL
28,41,88,14,81,252.0,50.4,C+,2.016,FAIL
50,70,86,76,6,288.0,57.6,C+,2.304,FAIL
83,98,48,30,32,291.0,58.2,C+,2.328,FAIL
68,7,52,0,51,178.0,35.6,C,1.4240000000000002,FAIL
88,66,73,57,93,377.0,75.4,B+,3.016,PASS
3,12,68,1,7,91.0,18.2,NG,0.728,FAIL
74,2,20,35,15,146.0,29.2,NG,1.168,FAIL
53,72,10,34,71,240.0,48.0,C,1.92,FAIL
23,76,13,52,76,240.0,48.0,C,1.92,FAIL
12,91,82,15,42,242.0,48.4,C,1.936,FAIL
97,16,10,64,34,221.0,44.2,C,1.768,FAIL
37,85,41,61,42,266.0,53.2,C+,2.128,PASS
67,18,27,14,62,188.0,37.6,C,1.504,FAIL
84,20,78,49,44,275.0,55.0,C+,2.2,FAIL
29,66,73,84,94,346.0,69.2,B,2.7679999999999993,FAIL
84,54,36,86,50,310.0,62.0,B,2.48,PASS
80,65,90,74,32,341.0,68.2,B,2.728,FAIL
13,12,62,55,3,145.0,29.0,NG,1.16,FAIL
37,70,84,20,98,309.0,61.8,B,2.472,FAIL
63,29,45,62,20,219.0,43.8,C,1.7519999999999998,FAIL
17,1,81,20,24,143.0,28.6,NG,1.144,FAIL
75,58,41,41,96,311.0,62.2,B,2.488,PASS
78,93,6,6,96,279.0,55.8,C+,2.232,FAIL
72,29,63,63,9,236.0,47.2,C,1.888,FAIL
32,28,38,1,91,190.0,38.0,C,1.52,FAIL
12,67,38,68,30,215.0,43.0,C,1.72,FAIL
0,5,66,5,57,133.0,26.6,NG,1.064,FAIL
8,99,99,6,62,274.0,54.8,C+,2.192,FAIL
26,40,15,61,12,154.0,30.8,NG,1.232,FAIL
55,25,61,20,67,228.0,45.6,C,1.824,FAIL
87,67,83,91,65,393.0,78.6,B+,3.144,PASS
21,1,62,5,87,176.0,35.2,C,1.408,FAIL
42,18,52,21,3,136.0,27.2,NG,1.088,FAIL
85,72,14,58,49,278.0,55.6,C+,2.224,FAIL
95,58,17,51,36,257.0,51.4,C+,2.056,FAIL
23,96,55,16,23,213.0,42.6,C,1.704,FAIL
56,45,36,33,74,244.0,48.8,C,1.952,FAIL
42,84,4,48,1,179.0,35.8,C,1.432,FAIL
36,80,79,54,81,330.0,66.0,B,2.64,PASS
30,40,52,32,83,237.0,47.4,C,1.896,FAIL
15,55,87,61,87,305.0,61.0,B,2.44,FAIL
58,27,3,15,98,201.0,40.2,C,1.608,FAIL
80,0,19,18,77,194.0,38.8,C,1.5520000000000003,FAIL
43,8,63,1,40,155.0,31.0,NG,1.24,FAIL
17,65,67,30,57,236.0,47.2,C,1.888,FAIL
75,73,53,26,34,261.0,52.2,C+,2.088,FAIL
8,44,81,45,36,214.0,42.8,C,1.712,FAIL
41,6,10,42,62,161.0,32.2,NG,1.288,FAIL
97,2,24,96,34,253.0,50.6,C+,2.024,FAIL
30,52,41,8,50,181.0,36.2,C,1.4479999999999997,FAIL
40,83,57,3,59,242.0,48.4,C,1.936,FAIL
82,30,33,43,86,274.0,54.8,C+,2.192,FAIL
9,91,7,81,99,287.0,57.4,C+,2.296,FAIL
11,37,30,50,89,217.0,43.4,C,1.736,FAIL
39,42,2,43,77,203.0,40.6,C,1.624,FAIL
13,39,3,67,35,157.0,31.4,NG,1.256,FAIL
85,92,36,57,9,279.0,55.8,C+,2.232,FAIL
94,8,12,73,52,239.0,47.8,C,1.912,FAIL
78,10,4,67,18,177.0,35.4,C,1.416,FAIL
51,83,49,98,52,333.0,66.6,B,2.664,PASS
33,67,66,44,4,214.0,42.8,C,1.712,FAIL
8,36,84,3,14,145.0,29.0,NG,1.16,FAIL
15,30,96,28,35,204.0,40.8,C,1.632,FAIL
78,67,33,50,11,239.0,47.8,C,1.912,FAIL
65,95,27,8,41,236.0,47.2,C,1.888,FAIL
99,71,80,47,53,350.0,70.0,B+,2.8,PASS
83,14,40,43,49,229.0,45.8,C,1.832,FAIL
91,16,16,96,69,288.0,57.6,C+,2.304,FAIL
41,43,78,54,50,266.0,53.2,C+,2.128,PASS
23,75,55,58,26,237.0,47.4,C,1.896,FAIL
56,63,36,13,36,204.0,40.8,C,1.632,FAIL
67,42,81,65,91,346.0,69.2,B,2.7679999999999993,PASS
75,1,94,99,42,311.0,62.2,B,2.488,FAIL
5,19,81,29,47,181.0,36.2,C,1.4479999999999997,FAIL
89,88,12,5,66,260.0,52.0,C+,2.08,FAIL
38,97,99,2,15,251.0,50.2,C+,2.008,FAIL
74,92,35,22,21,244.0,48.8,C,1.952,FAIL
83,37,43,90,9,262.0,52.4,C+,2.096,FAIL
73,71,24,57,33,258.0,51.6,C+,2.064,FAIL
18,1,35,42,33,129.0,25.8,NG,1.032,FAIL
63,94,80,68,47,352.0,70.4,B+,2.816,PASS
84,77,66,58,28,313.0,62.6,B,2.504,FAIL
67,62,18,43,11,201.0,40.2,C,1.608,FAIL
51,32,40,17,41,181.0,36.2,C,1.4479999999999997,FAIL
82,30,10,88,72,282.0,56.4,C+,2.256,FAIL
91,31,26,41,54,243.0,48.6,C,1.944,FAIL
7,32,31,53,31,154.0,30.8,NG,1.232,FAIL
45,73,40,29,51,238.0,47.6,C,1.9039999999999997,FAIL
97,23,5,87,19,231.0,46.2,C,1.848,FAIL
19,76,73,86,95,349.0,69.8,B,2.792,FAIL
95,29,31,1,11,167.0,33.4,NG,1.3359999999999999,FAIL
69,18,25,50,50,212.0,42.4,C,1.696,FAIL
6,6,39,50,30,131.0,26.2,NG,1.048,FAIL
73,13,12,57,19,174.0,34.8,NG,1.392,FAIL
82,77,23,64,30,276.0,55.2,C+,2.208,FAIL
13,71,28,73,81,266.0,53.2,C+,2.128,FAIL
25,83,88,74,99,369.0,73.8,B+,2.952,FAIL
12,34,95,71,16,228.0,45.6,C,1.824,FAIL
71,14,48,42,74,249.0,49.8,C,1.992,FAIL
96,31,32,31,55,245.0,49.0,C,1.96,FAIL
74,50,54,96,48,322.0,64.4,B,2.576,PASS
83,93,74,6,50,306.0,61.2,B,2.448,FAIL
40,89,28,55,11,223.0,44.6,C,1.784,FAIL
74,87,79,40,14,294.0,58.8,C+,2.352,FAIL
33,64,1,23,71,192.0,38.4,C,1.536,FAIL
96,68,70,2,71,307.0,61.4,B,2.456,FAIL
94,51,2,91,32,270.0,54.0,C+,2.16,FAIL
81,41,59,13,16,210.0,42.0,C,1.68,FAIL
99,62,55,72,17,305.0,61.0,B,2.44,FAIL
26,81,17,83,0,207.0,41.4,C,1.656,FAIL
23,7,32,12,13,87.0,17.4,NG,0.696,FAIL
72,7,93,50,44,266.0,53.2,C+,2.128,FAIL
3,42,60,9,13,127.0,25.4,NG,1.016,FAIL
58,7,94,36,94,289.0,57.8,C+,2.312,FAIL
14,87,31,96,56,284.0,56.8,C+,2.272,FAIL
14,71,56,59,2,202.0,40.4,C,1.6160000000000003,FAIL
11,10,38,96,28,183.0,36.6,C,1.464,FAIL
18,35,91,28,66,238.0,47.6,C,1.9039999999999997,FAIL
4,25,66,31,65,191.0,38.2,C,1.528,FAIL
82,95,65,30,62,334.0,66.8,B,2.6719999999999997,FAIL
90,1,60,69,3,223.0,44.6,C,1.784,FAIL
23,80,52,30,29,214.0,42.8,C,1.712,FAIL
26,91,45,4,55,221.0,44.2,C,1.768,FAIL
82,17,62,49,48,258.0,51.6,C+,2.064,FAIL
81,73,88,35,94,371.0,74.2,B+,2.968,PASS
0,4,65,61,63,193.0,38.6,C,1.544,FAIL
65,79,97,99,80,420.0,84.0,A,3.36,PASS
35,95,86,55,29,300.0,60.0,B,2.4,FAIL
47,40,26,46,79,238.0,47.6,C,1.9039999999999997,FAIL
32,94,29,35,26,216.0,43.2,C,1.7280000000000002,FAIL
96,37,59,76,2,270.0,54.0,C+,2.16,FAIL
5,72,94,11,44,226.0,45.2,C,1.808,FAIL
5,66,19,0,75,165.0,33.0,NG,1.32,FAIL
58,41,75,84,90,348.0,69.6,B,2.784,PASS
41,6,47,2,33,129.0,25.8,NG,1.032,FAIL
68,70,80,17,61,296.0,59.2,C+,2.368,FAIL
5,16,48,57,52,178.0,35.6,C,1.4240000000000002,FAIL
99,17,65,80,5,266.0,53.2,C+,2.128,FAIL
77,39,16,54,71,257.0,51.4,C+,2.056,FAIL
2,55,58,2,68,185.0,37.0,C,1.48,FAIL
93,4,67,37,17,218.0,43.6,C,1.744,FAIL
5,28,17,6,70,126.0,25.2,NG,1.008,FAIL
43,61,90,73,69,336.0,67.2,B,2.688,PASS
14,97,71,8,4,194.0,38.8,C,1.5520000000000003,FAIL
2,6,85,31,98,222.0,44.4,C,1.776,FAIL
85,12,99,16,58,270.0,54.0,C+,2.16,FAIL
11,43,56,63,83,256.0,51.2,C+,2.048,FAIL
2,6,25,78,85,196.0,39.2,C,1.568,FAIL
55,87,75,98,16,331.0,66.2,B,2.648,FAIL
14,56,25,82,40,217.0,43.4,C,1.736,FAIL
59,64,57,68,39,287.0,57.4,C+,2.296,PASS
73,88,92,83,28,364.0,72.8,B+,2.912,FAIL
61,33,77,2,60,233.0,46.6,C,1.864,FAIL
96,62,8,18,74,258.0,51.6,C+,2.064,FAIL
56,42,15,94,64,271.0,54.2,C+,2.168,FAIL
47,22,94,78,95,336.0,67.2,B,2.688,FAIL
29,39,68,55,29,220.0,44.0,C,1.76,FAIL
94,12,94,32,41,273.0,54.6,C+,2.184,FAIL
8,89,82,58,85,322.0,64.4,B,2.576,FAIL
27,14,96,83,34,254.0,50.8,C+,2.032,FAIL
23,85,25,91,72,296.0,59.2,C+,2.368,FAIL
29,95,7,30,29,190.0,38.0,C,1.52,FAIL
30,55,57,50,29,221.0,44.2,C,1.768,FAIL
84,67,2,8,24,185.0,37.0,C,1.48,FAIL
96,70,95,95,51,407.0,81.4,A,3.256,PASS
99,56,61,54,19,289.0,57.8,C+,2.312,FAIL
11,25,74,87,46,243.0,48.6,C,1.944,FAIL
79,41,92,46,58,316.0,63.2,B,2.528,PASS
74,8,89,23,74,268.0,53.6,C+,2.144,FAIL
54,83,71,97,18,323.0,64.6,B,2.5840000000000005,FAIL
51,17,26,78,52,224.0,44.8,C,1.7920000000000003,FAIL
56,41,26,64,94,281.0,56.2,C+,2.248,FAIL
14,70,90,36,21,231.0,46.2,C,1.848,FAIL
85,78,69,79,4,315.0,63.0,B,2.52,FAIL
73,70,69,31,70,313.0,62.6,B,2.504,FAIL
45,69,8,94,39,255.0,51.0,C+,2.04,FAIL
76,16,98,87,26,303.0,60.6,B,2.424,FAIL
72,95,49,17,14,247.0,49.4,C,1.976,FAIL
78,49,16,2,20,165.0,33.0,NG,1.32,FAIL
65,59,17,84,89,314.0,62.8,B,2.512,FAIL
63,6,58,63,40,230.0,46.0,C,1.84,FAIL
62,27,99,29,0,217.0,43.4,C,1.736,FAIL
35,64,67,92,3,261.0,52.2,C+,2.088,FAIL
54,0,44,5,34,137.0,27.4,NG,1.096,FAIL
82,7,61,34,53,237.0,47.4,C,1.896,FAIL
44,19,94,23,66,246.0,49.2,C,1.9680000000000002,FAIL
89,48,27,89,77,330.0,66.0,B,2.64,FAIL
7,94,34,96,75,306.0,61.2,B,2.448,FAIL
52,45,25,89,64,275.0,55.0,C+,2.2,FAIL
70,33,85,20,55,263.0,52.6,C+,2.104,FAIL
76,60,61,9,81,287.0,57.4,C+,2.296,FAIL
54,84,0,61,35,234.0,46.8,C,1.872,FAIL
38,24,88,34,28,212.0,42.4,C,1.696,FAIL
88,97,26,34,13,258.0,51.6,C+,2.064,FAIL
37,34,77,53,87,288.0,57.6,C+,2.304,FAIL
87,25,74,14,75,275.0,55.0,C+,2.2,FAIL
10,27,14,89,40,180.0,36.0,C,1.44,FAIL
65,4,17,17,71,174.0,34.8,NG,1.392,FAIL
73,98,52,95,31,349.0,69.8,B,2.792,FAIL
76,32,4,46,21,179.0,35.8,C,1.432,FAIL
46,79,32,16,35,208.0,41.6,C,1.6640000000000001,FAIL
48,90,92,53,34,317.0,63.4,B,2.536,FAIL
34,11,15,39,48,147.0,29.4,NG,1.176,FAIL
96,90,47,22,83,338.0,67.6,B,2.704,FAIL
92,19,7,19,75,212.0,42.4,C,1.696,FAIL
20,52,96,80,26,274.0,54.8,C+,2.192,FAIL
80,61,82,89,49,361.0,72.2,B+,2.888,PASS
3,28,17,77,52,177.0,35.4,C,1.416,FAIL
98,95,38,38,74,343.0,68.6,B,2.744,PASS
34,6,98,4,99,241.0,48.2,C,1.928,FAIL
68,83,62,84,37,334.0,66.8,B,2.6719999999999997,PASS
59,20,62,27,33,201.0,40.2,C,1.608,FAIL
80,77,84,39,0,280.0,56.0,C+,2.24,FAIL
86,60,14,10,38,208.0,41.6,C,1.6640000000000001,FAIL
81,52,66,49,56,304.0,60.8,B,2.432,PASS
65,43,14,12,41,175.0,35.0,C,1.4,FAIL
3,85,27,83,72,270.0,54.0,C+,2.16,FAIL
72,70,98,4,17,261.0,52.2,C+,2.088,FAIL
87,81,96,54,74,392.0,78.4,B+,3.136,PASS
85,33,75,18,48,259.0,51.8,C+,2.072,FAIL
60,60,69,62,89,340.0,68.0,B,2.72,PASS
86,64,83,71,57,361.0,72.2,B+,2.888,PASS
45,96,15,11,34,201.0,40.2,C,1.608,FAIL
18,83,84,4,10,199.0,39.8,C,1.592,FAIL
92,69,97,67,7,332.0,66.4,B,2.656,FAIL
88,51,77,89,21,326.0,65.2,B,2.608,FAIL
9,1,56,9,84,159.0,31.8,NG,1.272,FAIL
12,64,91,70,88,325.0,65.0,B,2.6,FAIL
1,12,91,3,58,165.0,33.0,NG,1.32,FAIL
36,82,20,10,33,181.0,36.2,C,1.4479999999999997,FAIL
69,46,65,49,44,273.0,54.6,C+,2.184,PASS
44,7,15,48,65,179.0,35.8,C,1.432,FAIL
93,95,85,20,56,349.0,69.8,B,2.792,FAIL
66,33,69,99,77,344.0,68.8,B,2.752,FAIL
91,47,29,44,45,256.0,51.2,C+,2.048,FAIL
37,67,16,56,37,213.0,42.6,C,1.704,FAIL
69,66,11,89,76,311.0,62.2,B,2.488,FAIL
6,48,49,45,6,154.0,30.8,NG,1.232,FAIL
13,96,69,72,96,346.0,69.2,B,2.7679999999999993,FAIL
79,59,35,28,91,292.0,58.4,C+,2.336,FAIL
16,26,23,39,14,118.0,23.6,NG,0.944,FAIL
67,37,70,47,36,257.0,51.4,C+,2.056,PASS
64,69,56,38,11,238.0,47.6,C,1.9039999999999997,FAIL
47,73,48,80,9,257.0,51.4,C+,2.056,FAIL
85,83,33,16,47,264.0,52.8,C+,2.112,FAIL
96,60,78,34,58,326.0,65.2,B,2.608,FAIL
21,98,78,12,30,239.0,47.8,C,1.912,FAIL
38,26,59,9,79,211.0,42.2,C,1.6879999999999997,FAIL
53,78,92,18,60,301.0,60.2,B,2.408,FAIL
65,26,30,55,27,203.0,40.6,C,1.624,FAIL
73,72,65,8,56,274.0,54.8,C+,2.192,FAIL
19,36,14,9,95,173.0,34.6,NG,1.3839999999999997,FAIL
92,33,58,5,8,196.0,39.2,C,1.568,FAIL
41,96,32,21,26,216.0,43.2,C,1.7280000000000002,FAIL
16,13,83,20,95,227.0,45.4,C,1.8159999999999998,FAIL
46,81,29,66,26,248.0,49.6,C,1.984,FAIL
22,99,55,25,1,202.0,40.4,C,1.6160000000000003,FAIL
65,21,80,34,16,216.0,43.2,C,1.7280000000000002,FAIL
52,0,63,7,36,158.0,31.6,NG,1.264,FAIL
27,56,13,34,19,149.0,29.8,NG,1.192,FAIL
89,35,40,46,67,277.0,55.4,C+,2.216,PASS
94,41,39,44,33,251.0,50.2,C+,2.008,FAIL
42,66,2,93,84,287.0,57.4,C+,2.296,FAIL
97,36,19,40,37,229.0,45.8,C,1.832,FAIL
55,0,80,93,34,262.0,52.4,C+,2.096,FAIL
10,82,7,65,81,245.0,49.0,C,1.96,FAIL
1,30,43,0,77,151.0,30.2,NG,1.208,FAIL
30,7,66,21,96,220.0,44.0,C,1.76,FAIL
82,76,51,20,71,300.0,60.0,B,2.4,FAIL
91,94,21,92,55,353.0,70.6,B+,2.824,FAIL
14,37,62,20,83,216.0,43.2,C,1.7280000000000002,FAIL
8,9,25,67,99,208.0,41.6,C,1.6640000000000001,FAIL
73,50,98,83,39,343.0,68.6,B,2.744,PASS
24,97,51,0,83,255.0,51.0,C+,2.04,FAIL
25,19,88,71,85,288.0,57.6,C+,2.304,FAIL
51,26,68,21,62,228.0,45.6,C,1.824,FAIL
78,5,15,41,21,160.0,32.0,NG,1.28,FAIL
15,9,20,86,60,190.0,38.0,C,1.52,FAIL
23,36,23,57,51,190.0,38.0,C,1.52,FAIL
62,68,39,56,83,308.0,61.6,B,2.464,PASS
11,31,76,60,28,206.0,41.2,C,1.648,FAIL
20,37,32,30,0,119.0,23.8,NG,0.9519999999999998,FAIL
48,15,42,46,84,235.0,47.0,C,1.88,FAIL
59,10,36,8,94,207.0,41.4,C,1.656,FAIL
86,53,83,41,78,341.0,68.2,B,2.728,PASS
51,11,31,12,37,142.0,28.4,NG,1.136,FAIL
29,18,43,33,35,158.0,31.6,NG,1.264,FAIL
14,89,36,69,17,225.0,45.0,C,1.8,FAIL
10,5,1,41,38,95.0,19.0,NG,0.76,FAIL
8,64,67,26,79,244.0,48.8,C,1.952,FAIL
1,29,36,8,78,152.0,30.4,NG,1.216,FAIL
12,17,34,8,43,114.0,22.8,NG,0.912,FAIL
51,88,49,84,40,312.0,62.4,B,2.496,PASS
31,11,29,0,94,165.0,33.0,NG,1.32,FAIL
48,40,78,94,32,292.0,58.4,C+,2.336,FAIL
39,6,99,21,49,214.0,42.8,C,1.712,FAIL
34,94,97,32,82,339.0,67.8,B,2.7120000000000006,FAIL
67,17,62,83,42,271.0,54.2,C+,2.168,FAIL
62,94,50,61,32,299.0,59.8,C+,2.392,FAIL
81,22,33,98,32,266.0,53.2,C+,2.128,FAIL
17,55,43,15,19,149.0,29.8,NG,1.192,FAIL
17,7,42,76,0,142.0,28.4,NG,1.136,FAIL
65,63,29,4,3,164.0,32.8,NG,1.3120000000000003,FAIL
46,8,20,25,60,159.0,31.8,NG,1.272,FAIL
53,13,57,55,48,226.0,45.2,C,1.808,FAIL
41,80,12,49,74,256.0,51.2,C+,2.048,FAIL
87,85,9,68,19,268.0,53.6,C+,2.144,FAIL
36,25,89,22,8,180.0,36.0,C,1.44,FAIL
74,31,96,3,38,242.0,48.4,C,1.936,FAIL
99,86,63,43,85,376.0,75.2,B+,3.008,PASS
12,78,9,73,25,197.0,39.4,C,1.5759999999999998,FAIL
63,38,72,33,20,226.0,45.2,C,1.808,FAIL
13,99,81,92,21,306.0,61.2,B,2.448,FAIL
69,47,5,40,8,169.0,33.8,NG,1.352,FAIL
56,89,20,44,31,240.0,48.0,C,1.92,FAIL
51,77,2,85,65,280.0,56.0,C+,2.24,FAIL
93,33,36,8,91,261.0,52.2,C+,2.088,FAIL
88,3,14,11,93,209.0,41.8,C,1.672,FAIL
18,78,10,9,81,196.0,39.2,C,1.568,FAIL
19,24,56,93,2,194.0,38.8,C,1.5520000000000003,FAIL
39,36,69,81,81,306.0,61.2,B,2.448,PASS
59,2,27,47,77,212.0,42.4,C,1.696,FAIL
4,79,29,64,0,176.0,35.2,C,1.408,FAIL
0,22,1,0,53,76.0,15.2,NG,0.608,FAIL
79,82,16,83,10,270.0,54.0,C+,2.16,FAIL
5,41,40,50,97,233.0,46.6,C,1.864,FAIL
44,32,58,55,75,264.0,52.8,C+,2.112,FAIL
78,4,4,11,87,184.0,36.8,C,1.472,FAIL
37,91,20,54,51,253.0,50.6,C+,2.024,FAIL
85,78,24,9,96,292.0,58.4,C+,2.336,FAIL
59,89,90,36,66,340.0,68.0,B,2.72,PASS
27,62,33,45,0,167.0,33.4,NG,1.3359999999999999,FAIL
34,49,17,91,58,249.0,49.8,C,1.992,FAIL
66,64,1,10,71,212.0,42.4,C,1.696,FAIL
93,74,67,14,7,255.0,51.0,C+,2.04,FAIL
36,6,89,67,63,261.0,52.2,C+,2.088,FAIL
36,44,59,20,25,184.0,36.8,C,1.472,FAIL
49,95,74,93,77,388.0,77.6,B+,3.1040000000000005,PASS
38,54,73,22,99,286.0,57.2,C+,2.288,FAIL
63,66,46,83,32,290.0,58.0,C+,2.32,FAIL
90,26,3,58,64,241.0,48.2,C,1.928,FAIL
43,15,50,39,40,187.0,37.4,C,1.496,FAIL
7,76,90,13,40,226.0,45.2,C,1.808,FAIL
50,14,10,45,14,133.0,26.6,NG,1.064,FAIL
62,28,72,67,86,315.0,63.0,B,2.52,FAIL
25,1,56,63,92,237.0,47.4,C,1.896,FAIL
26,39,23,77,92,257.0,51.4,C+,2.056,FAIL
28,4,44,58,44,178.0,35.6,C,1.4240000000000002,FAIL
12,98,33,2,36,181.0,36.2,C,1.4479999999999997,FAIL
95,60,29,63,92,339.0,67.8,B,2.7120000000000006,FAIL
7,46,96,11,42,202.0,40.4,C,1.6160000000000003,FAIL
50,24,6,38,84,202.0,40.4,C,1.6160000000000003,FAIL
3,71,34,44,33,185.0,37.0,C,1.48,FAIL
20,64,14,49,20,167.0,33.4,NG,1.3359999999999999,FAIL
19,4,29,1,55,108.0,21.6,NG,0.8640000000000001,FAIL
87,19,33,94,61,294.0,58.8,C+,2.352,FAIL
66,84,81,43,59,333.0,66.6,B,2.664,PASS
21,18,90,65,54,248.0,49.6,C,1.984,FAIL
87,46,39,26,9,207.0,41.4,C,1.656,FAIL
47,14,23,87,91,262.0,52.4,C+,2.096,FAIL
85,87,61,70,70,373.0,74.6,B+,2.984,PASS
88,62,98,81,41,370.0,74.0,B+,2.96,PASS
44,32,32,89,63,260.0,52.0,C+,2.08,FAIL
34,33,31,73,19,190.0,38.0,C,1.52,FAIL
30,90,72,86,29,307.0,61.4,B,2.456,FAIL
77,25,56,10,2,170.0,34.0,NG,1.36,FAIL
36,28,73,60,19,216.0,43.2,C,1.7280000000000002,FAIL
71,85,10,6,68,240.0,48.0,C,1.92,FAIL
26,39,99,24,41,229.0,45.8,C,1.832,FAIL
4,67,33,58,37,199.0,39.8,C,1.592,FAIL
32,29,3,72,1,137.0,27.4,NG,1.096,FAIL
69,34,23,48,95,269.0,53.8,C+,2.152,FAIL
19,17,93,34,57,220.0,44.0,C,1.76,FAIL
21,54,18,42,79,214.0,42.8,C,1.712,FAIL
99,36,36,68,90,329.0,65.8,B,2.6319999999999997,PASS
80,12,84,66,71,313.0,62.6,B,2.504,FAIL
36,15,17,43,38,149.0,29.8,NG,1.192,FAIL
79,60,21,14,71,245.0,49.0,C,1.96,FAIL
20,97,57,78,94,346.0,69.2,B,2.7679999999999993,FAIL
7,50,12,89,50,208.0,41.6,C,1.6640000000000001,FAIL
70,76,74,23,21,264.0,52.8,C+,2.112,FAIL
99,49,43,43,94,328.0,65.6,B,2.6240000000000006,PASS
21,2,52,73,59,207.0,41.4,C,1.656,FAIL
64,59,44,88,90,345.0,69.0,B,2.76,PASS
20,90,67,65,68,310.0,62.0,B,2.48,FAIL
13,30,55,72,88,258.0,51.6,C+,2.064,FAIL
97,67,1,18,34,217.0,43.4,C,1.736,FAIL
69,77,96,92,42,376.0,75.2,B+,3.008,PASS
66,35,60,73,20,254.0,50.8,C+,2.032,FAIL
83,90,84,61,74,392.0,78.4,B+,3.136,PASS
61,7,95,36,71,270.0,54.0,C+,2.16,FAIL
58,97,37,65,51,308.0,61.6,B,2.464,PASS
88,35,28,49,3,203.0,40.6,C,1.624,FAIL
53,61,83,82,43,322.0,64.4,B,2.576,PASS
4,19,51,53,23,150.0,30.0,NG,1.2,FAIL
47,51,43,29,99,269.0,53.8,C+,2.152,FAIL
20,9,33,44,83,189.0,37.8,C,1.5119999999999998,FAIL
82,10,83,92,10,277.0,55.4,C+,2.216,FAIL
8,51,42,45,24,170.0,34.0,NG,1.36,FAIL
92,47,59,70,37,305.0,61.0,B,2.44,PASS
76,27,66,25,71,265.0,53.0,C+,2.12,FAIL
11,52,44,50,9,166.0,33.2,NG,1.328,FAIL
66,89,6,99,11,271.0,54.2,C+,2.168,FAIL
